songTitle,artistName,releaseYear,popularity
If That's What It Takes,['Michael McDonald'],1982,28
If The Kids Are United,['Rancid'],1999,41
If The Lord Wasn't Walking By My Side,['Elvis Presley'],1967,31
If The Moon Turns Green,['Billie Holiday'],1956,28
"If The Phone Doesn't Ring, It's Me",['Jimmy Buffett'],1985,22
If The Sea Was Whiskey,['Willie Dixon'],1947,16
If The Shoe Fits,['Leon Russell'],1972,24
If The South Woulda Won,"['Hank Williams, Jr.']",1988,50
If There Hadn't Been You,['Billy Dean'],1991,36
If There Is Someone Lovelier Than You - RVG Remaster,"['John Coltrane', 'Red Garland', 'Paul Chambers', 'Art Taylor']",1961,13
If There Is Something,['Roxy Music'],1972,47
If There Was a Way,['Dwight Yoakam'],1990,33
If There's Someone Lovelier Than You,['Tal Farlow'],1952,6
If There's Time,['ODESZA'],2013,48
If This Country Still Had Balls,['Buddy Brown'],2014,56
If This Is It,['Huey Lewis & The News'],1983,50
If This Is Just a Game,['David Allan Coe'],1975,29
If This Is Love,['Melissa Manchester'],1980,43
If This Isn't Love,['Jennifer Hudson'],2008,44
If This Room Could Talk,['Sly & The Family Stone'],1967,23
If This Was A Movie,['Taylor Swift'],2010,50
If This World Were Mine,"['Marvin Gaye', 'Tammi Terrell']",1967,45
If This World Were Mine (with Luther Vandross),"['Cheryl Lynn', 'Luther Vandross']",1982,43
If This World Were Mine (with Luther Vandross) - Single Version,"['Cheryl Lynn', 'Luther Vandross']",1982,23
If Today Was Your Last Day,['Nickelback'],2008,68
If Tomorrow Never Comes,['Ronan Keating'],2002,49
If U Can't Dance,['Spice Girls'],1996,44
If U Seek Amy,['Britney Spears'],2008,68
If U Stay Ready,"['Suga Free', 'Playa Hamm']",1997,40
If U Were Mine (feat. James Fauntleroy),"['Nipsey Hussle', 'James Fauntleroy']",2013,51
If We,"['Mariah Carey', 'Nate Dogg', 'Ja Rule']",2001,44
If We Are The Body,['Casting Crowns'],2003,48
If We Ever Meet Again (Featuring Katy Perry),"['Timbaland', 'Katy Perry']",2009,63
If We Forget God,['The Louvin Brothers'],1958,10
If We Have Each Other,['Alec Benjamin'],2018,75
If We Hold On Together,['Diana Ross'],1991,40
If We Make It Through December,['Merle Haggard'],1973,36
If We Must Die,['Claude McKay'],1954,7
If We Must Die (Introduction),['Claude McKay'],1954,4
If We Never Meet Again,['Keely Smith'],1957,8
If We Never Needed the Lord Before (We Sure Do Need Him Now),['Mahalia Jackson'],1954,14
If We Try,['Carpenters'],1989,40
If We Wait,['Guided By Voices'],1996,38
If We Were A Movie,"['Hannah Montana', 'Corbin Bleu']",2009,54
If We Were A Movie - From Hannah Montana/Soundtrack Version,['Hannah Montana'],2006,48
If We Were Vampires,['Jason Isbell and the 400 Unit'],2017,66
If We're Honest,['Francesca Battistelli'],2014,47
If We're Not Back In Love By Monday,['Merle Haggard'],1977,40
If Whiskey Could Talk,['Tyler Childers'],2011,56
If Winter Ends,['Bright Eyes'],1998,34
If Wishes Came True,['Sweet Sensation'],1990,35
If You Ain't Here To Party,['Luke Bryan'],2013,52
If You Ain't Lovin' (You Ain't Livin'),['George Strait'],2004,39
If You Ain't from My Hood (feat. DJ Paul & Juicy J),"['Project Pat', 'DJ Paul', 'Juicy J']",2001,45
If You Are But A Dream (with The Bobby Tucker Singers),"['Frank Sinatra', 'Bobby Tucker Singers']",1993,54
If You Are But a Dream,[Screamin' Jay Hawkins],1958,13
If You Asked Me To,['Céline Dion'],1992,53
If You Be My Baby,['Fleetwood Mac'],1968,19
If You Believe,['The McGuire Sisters'],1958,7
If You Believe - 2004 Mix,['George Harrison'],1979,28
If You Believe In Having Sex,['2 LIVE CREW'],1989,29
If You Belonged To Me,['Traveling Wilburys'],1990,35
If You Build a Better Mousetrap,['Peggy Lee'],1941,10
If You Can Afford Me,['Katy Perry'],2008,47
If You Can Spare the Time (I Won't Miss the Money),['Lefty Frizzell'],1951,2
If You Can Touch Her at All - Remastered,['Willie Nelson'],1978,32
If You Can Want,['Smokey Robinson & The Miracles'],1968,29
If You Can't Beat Them,['Queen'],1978,27
If You Can't Beat Them - Remastered 2011,['Queen'],1978,31
"If You Can't Bite, Don't Growl",['Tommy Collins'],1954,21
If You Can't Give Me Love - 2017 Remaster,['Suzi Quatro'],1978,55
If You Can't Hang,['Sleeping With Sirens'],2011,65
If You Can't Ride Two Horses At Once...You Should Get Out Of The Circus,['Asking Alexandria'],2009,48
If You Can't Rock Me,['The Rolling Stones'],1974,27
If You Can't Rock Me - Remastered,['The Rolling Stones'],1974,32
If You Can't Say No,['Lenny Kravitz'],1998,48
If You Could Only See,['Tonic'],2009,54
If You Could Read My Mind,['Gordon Lightfoot'],1975,56
If You Could See Her,['Joel Grey'],1972,26
If You Could See Me Now,['Bill Evans Trio'],1965,20
"If You Could See Me Now - Live At The Half Note, 1965","['Wes Montgomery', 'Wynton Kelly Trio']",1965,29
If You Could Touch Her at All,['Waylon Jennings'],1974,22
"If You Could Touch Her at All - Live at Harrah's Casino, Lake Tahoe, NV - April 1978",['Willie Nelson'],1978,24
If You Dare,['AC/DC'],1990,41
If You Don't,['Barbara Mason'],1968,19
If You Don't Come Back - Single Version,['The Drifters'],1964,18
If You Don't Know I Ain't Gonna Tell You,['George Hamilton IV'],1963,14
If You Don't Know Me By Now,['Patti LaBelle'],1985,30
If You Don't Know Me by Now (feat. Teddy Pendergrass),"['Harold Melvin & The Blue Notes', 'Teddy Pendergrass']",1995,57
If You Don't Know Me by Now - 2008 Remaster,['Simply Red'],1989,72
If You Don't Like Hank Williams,"['Hank Williams, Jr.']",1980,30
If You Don't Like It,['Cinderella'],1988,32
If You Don't Like Rock N Roll,['Rainbow'],1975,35
"If You Don't Like The Effects, Don't Produce The Cause",['Funkadelic'],1972,25
If You Don't Love Me (I'll Kill Myself),['Pete Droge'],1994,36
If You Don't Start Drinkin' (I'm Gonna Leave),['George Thorogood & The Destroyers'],1991,32
If You Don't Want Me To,['Ronnie Milsap'],1980,19
If You Don't Want My Love,['John Prine'],1978,35
If You Don't Watch Out,['The Stylistics'],1972,25
"If You Don't, Don't",['Jimmy Eat World'],2001,45
If You Ever Come Back,['The Script'],2011,47
If You Ever Did Believe,['Stevie Nicks'],1998,45
If You Ever Stop Loving Me,['Montgomery Gentry'],2004,43
If You Ever Wanna Be In Love - James Bay Spotify Session 2015,['James Bay'],2015,68
If You Ever Want To Be In Love,['James Bay'],2014,52
If You Fear Dying,['One Day As A Lion'],2008,43
If You Feel,['Jefferson Airplane'],1968,29
If You Go Away,['Neil Diamond'],1973,45
If You Go Away (Ne Me Quitte Pas),['Shirley Bassey'],1988,34
If You Go Away - Remastered 2001,['Glen Campbell'],1968,32
If You Got the Loving,['Sam & Dave'],1966,26
If You Gotta Go,['The Flying Burrito Brothers'],1970,24
"If You Gotta Go, Go Now",['Manfred Mann'],1966,30
"If You Gotta Go, Go Now (Or Else You Got to Stay All Night) - Live at Philharmonic Hall, New York, NY - October 1964",['Bob Dylan'],1965,20
"If You Gotta Go, Go Now - Take 2, Alternate Take",['Bob Dylan'],1965,19
If You Had Called Yesterday,['Julie Roberts'],2004,36
If You Had My Love,['Jennifer Lopez'],1999,64
If You Have Ghosts,['Ghost'],2013,53
If You Have to Ask,['Red Hot Chili Peppers'],1991,57
If You Knew - Live at Carnegie Hall,['Nina Simone'],1963,14
"If You Knew - Live at Sin-é, New York, NY - July/August 1993",['Jeff Buckley'],1993,49
If You Knew - Mono,['The Young Rascals'],1967,20
If You Knew Me Better,['Head East'],1979,33
If You Know Like I Know,['Teddy Pendergrass'],1979,27
If You Know What I Mean,['Neil Diamond'],1976,44
If You Know You Know,['Pusha T'],2018,62
If You Leave (feat. Next),"[Destiny's Child, 'Next']",1999,36
If You Leave - From Pretty In Pink,['Orchestral Manoeuvres In The Dark'],1986,44
If You Leave Me Now,['Chicago'],1976,74
If You Leave Me Pretty Momma,['Dave Van Ronk'],1959,8
If You Let Me,['Eddie Kendricks'],1972,23
If You Let Me Stay,"[Terence Trent D'Arby, 'Michael H. Brauer']",1987,48
If You Live,['Mose Allison'],1963,19
If You Look at My Hands,['Bill Dale'],1995,34
If You Love Me,['Mint Condition'],1999,40
If You Love Me (Alouette),['Alvin & The Chipmunks'],1961,11
If You Love Me (Really Love Me),['Brenda Lee'],1961,36
If You Love Me Like You Say,['Albert Collins'],1980,32
"If You Love Me, Come Clean",['Flatsound'],2012,50
"If You Love Me, Really Love Me (Hymne a l'amour)",['Helen Forrest'],1954,1
If You Love Somebody Set Them Free,['Sting'],1985,52
If You Love Someone Set Them on Fire,['The Dead Milkmen'],1997,39
If You Must,['Del The Funky Homosapien'],2000,47
If You Need Me,['Solomon Burke'],1963,36
If You Need Someone,['The Field Mice'],1991,44
"If You Need To, Keep Time on Me",['Fleet Foxes'],2017,64
If You Needed Somebody,['Bad Company'],1990,53
If You Never Come To Me (Inútil Paisagen),"['Antônio Carlos Jobim', 'Frank Sinatra']",1967,34
If You Only Knew,['Little Jimmy Scott'],1955,11
If You Only Knew - Feat. Celicia Ward,['Fat Pat'],1998,31
If You Play Your Cards Right,['Alicia Myers'],1995,41
If You Really Love Me,['Stevie Wonder'],1971,50
If You Really Want Me to I'll Go,['Waylon Jennings'],1966,18
If You Really Want To Be My Friend - Remastered,['The Rolling Stones'],1974,30
If You Say So,['Lea Michele'],2014,56
"If You See Her, Say Hello",['Bob Dylan'],1975,51
If You See Him / If You See Her,"['Brooks & Dunn', 'Reba McEntire']",1998,38
"If You See Him, If You See Her","['Reba McEntire', 'Brooks & Dunn']",1998,50
If You See Me (feat. Prince),['94 East'],1975,31
If You See Me Getting Smaller,['Waylon Jennings'],1977,25
If You See My Rooster (Please Run Him Home),['Memphis Minnie'],1991,40
If You Should Fall,['Ned Doheny'],1976,35
If You Should Lose Me/You'Ll Lose A Goodthing,['Yellowman'],1984,27
If You Should Love Me - 2004 Remaster,['Ten Years After'],1969,26
If You Think It (You May As Well Do It),['The Emotions'],1969,28
"If You Think This Song Is About You, It Probably Is",['Destroy Rebuild Until God Shows'],2011,44
If You Think You Know How To Love Me,['Pat Benatar'],1979,29
If You Think You're Lonely Now,['Bobby Womack'],1981,55
If You Told Me To,['Hunter Hayes'],2011,42
If You Tolerate This Your Children Will Be Next,['Manic Street Preachers'],1998,40
If You Walked Away - 2001 Remaster,['Cliff Richard'],1976,37
If You Wanna,['The Vaccines'],2011,61
If You Wanna Be Happy,['Jimmy Soul'],2012,51
If You Wanna Get To Heaven,"['Hank Williams, Jr.']",1982,21
If You Wanna Make Love (Come 'Round Here),['Smokey Robinson'],1981,21
"If You Wanna Touch Her, Ask!",['Shania Twain'],1997,44
If You Want - 2006 Remaster,['Depeche Mode'],1984,26
If You Want Blood (You've Got It),['AC/DC'],2010,54
If You Want It,['2nd II None'],1991,37
If You Want Love,['NF'],2017,78
If You Want Me,['James Brown & The Famous Flames'],1960,8
If You Want Me To,['Ginny Owens'],1999,32
If You Want Me To Come Home Baby,['Eddie Mack'],1950,0
If You Want Me To Stay - Remastered,['Red Hot Chili Peppers'],1985,39
If You Want Me to Stay,['Eric Benét'],1996,34
If You Want My Love,['Cheap Trick'],1982,44
If You Want Peace... Prepare For War,['Children Of Bodom'],2005,47
If You Want The Rainbow - You Must Have The Rain,['Ted Weems & His Orchestra'],1928,0
If You Want This Love,['The West Coast Pop Art Experimental Band'],1967,34
If You Want To,['beabadoobee'],2018,64
If You Want To Wear A Crown,['George Jones'],1959,10
If You Want to Be a Good Girl (Get Yourself a Bad Boy),['Backstreet Boys'],1996,36
"If You Wanted A Song Written About You, All You Had To Do Was Ask",['Mayday Parade'],2007,47
If You Were Gay,"['John Tartaglia', 'Rick Lyon']",2003,43
If You Were Here,['Thompson Twins'],1996,40
If You Were Here Tonight,[Alexander O'Neal],1995,48
If You Were Mine,['Otis Rush'],1956,11
If You Were Mine (with Teddy Wilson & His Orchestra),"['Billie Holiday', 'Teddy Wilson']",1933,15
If You Were The Only Girl,"['Louis Prima', 'Sam Butera & The Witnesses']",1959,10
If You Were The Only Girl In The World,['Gene Krupa'],1958,11
If You Were There,['The Isley Brothers'],1973,27
"If You Were There, Beware",['Arctic Monkeys'],2007,47
If You Were To Wake Up,['Lyle Lovett'],1989,27
If You Were a Woman (And I Was a Man),['Bonnie Tyler'],1986,41
If You Were in My Place (What Would You Do?) (with Duke Ellington & His Orchestra),"['Rosemary Clooney', 'Duke Ellington']",1956,3
If You Were the Only Girl (In the World),['Dean Martin'],1964,27
If You Were the Only Girl (with Paul Weston & His Orchestra & The Norman Luboff Choir),"['Doris Day', 'Paul Weston And His Orchestra', 'The Norman Luboff Choir']",1953,7
If You and I Could Be as Two (feat. Van Morrison) - Mono Version,"['Them', 'Van Morrison']",1965,21
If You're Ever In Oklahoma,['J.J. Cale'],1973,31
If You're Feeling Sinister,['Belle & Sebastian'],1996,32
If You're Going Through Hell (Before The Devil Even Knows),['Rodney Atkins'],2006,60
If You're Going to the City,['Mose Allison'],1988,40
If You're Gone,['The Byrds'],1965,23
"If You're Gonna Do Me Wrong, Do It Right",['Vern Gosdin'],1983,37
If You're Gonna Lie,['FLETCHER'],2019,64
If You're Gonna Play In Texas (You Gotta Have A Fiddle In The Band) - Live,['Alabama'],1980,33
If You're Gonna Play in Texas (You Gotta Have a Fiddle in the Band),['Alabama'],1980,60
If You're Happy And You Know It,['Raffi'],2002,43
If You're Not The One,['Daniel Bedingfield'],2002,52
If You're Reading This,['Tim McGraw'],2007,55
If You're Ready (Come Go With Me),['The Staple Singers'],1973,48
If You're Thinking You Want A Stranger (There's One Coming Home),['George Strait'],1981,39
If You've Got the Money I've Got the Time,['Lefty Frizzell'],1950,44
"If You've Got the Money I've Got the Time - Live at Harrah's Casino, Lake Tahoe, NV - April 1978",['Willie Nelson'],1978,24
"If You've Got the Money, I've Got the Time",['Willie Nelson'],1975,30
"If Your Gonna Be Dumb, You Gotta Be Tough",['Roger Alan Wade'],2005,49
If Your Heart Ain't Busy Tonight,['Tanya Tucker'],1991,38
If Your Heart Isn't In It,['Atlantic Starr'],1986,28
If Your Mother Only Knew - Mono Version,['The Miracles'],1962,13
If You’re Too Shy (Let Me Know),['The 1975'],2020,70
If You’re Too Shy (Let Me Know) - Edit,['The 1975'],2020,76
If the Boot Fits,['Granger Smith'],2016,54
If the Devil Danced (In Empty Pockets),['Joe Diffie'],2003,38
If the Good Die Young,['Tracy Lawrence'],1993,31
If the Good Lord's Willing,['Johnny Cash'],1957,26
If the Good Lord's Willing (2017 Remaster),['Johnny Cash'],1957,14
If the World Had a Front Porch,['Tracy Lawrence'],1994,43
If the World Was Ending - feat. Julia Michaels,"['JP Saxe', 'Julia Michaels']",2019,89
If the boy only knew,['Sue Thompson'],1961,13
If?,[Michel'le],1989,24
Iffy,['Caamp'],2016,56
Iga Vaazhvinile Aaanandham,"['T. R. Mahalingam', 'T. S. Bhagavathi']",1947,0
Igane Kamalume,['Unspecified'],1951,0
Igbe,['Fela Kuti'],1973,25
Iggin' Me,['Chico DeBarge'],1997,36
Iglesia,['Lilly Goodman'],2010,57
Ignacio Parra,"['Chalino Sanchez', 'Banda Brava']",1993,50
Ignant Shit (feat. Lil Wayne),"['Drake', 'Lil Wayne']",2009,58
Ignite,"['Alan Walker', 'Julie Bergan', 'K-391', 'SEUNGRI']",2018,70
Ignition,['TobyMac'],2008,47
Ignition - Remix,['R. Kelly'],2014,62
Ignorance,['Paramore'],2009,66
Ignorance Is Bliss,['Kendrick Lamar'],2010,50
Ignorancia,"['Carmen Delia Dipini', 'La Sonora Matancera', 'Johnny Rodriguez Y Su Trio']",1956,15
Ignorant Sh*t,"['JAY-Z', 'Beanie Sigel']",2007,40
Ignorantes,"['Bad Bunny', 'Sech']",2020,83
Ignoraste Mis Lágrimas,['Pancho Barraza'],1995,59
Ignore The Machine,['Alien Sex Fiend'],1983,29
Ignoreland,['R.E.M.'],1992,45
Igor (feat. Red Norvo) - 78rpm Version,"['Woody Herman And His Woodchoppers', 'Red Norvo']",1945,2
Igor's Party,['Tony & The Monstrosities'],1960,9
Igual Que Ayer,['Los Enanitos Verdes'],1992,54
Igziabeher (Let Jah Be Praised),['Peter Tosh'],1976,30
Iha Mia Kota Lathouri,['Athanasia Atraidou'],1930,0
Iidasenakute,['Taeko Onuki'],1978,25
Iingatan Ka,['Carol Banawa'],2000,46
Ik Ankhon Mein Hai Pyar,"['Indrani', 'Moti Sagar']",1953,0
Ik Chhoti Si Duniya Re,['Parul Ghosh'],1942,0
Ik Tir Jigar Pe Khakar (From Phool Aur Kante),['Meena Kapoor'],1948,0
Ik Vaari Aa (From Raabta),['Arijit Singh'],2020,0
Ikaw Ang Miss Universe Ng Buhay Ko,['Hotdog'],1989,39
Ikaw Lamang,['Silent Sanctuary'],2007,62
Iko Iko,['Dr. John'],1972,47
Iko Iko (Acapella Version),['The Dixie Cups'],1964,13
Ikrar Ke Parde Mein,['Amirbai Karnataki'],1944,0
Ikri Eri,['Raavu Balasaraswathi'],1943,0
Iktara,"['Amit Trivedi', 'Kavita Seth', 'Amitabh Bhattacharya']",2009,50
Il,['Franck Pourcel'],1982,35
Il A Une Belle Auto Toto,['Fernand Gravey'],1928,0
Il Bandito Monco,['Ennio Morricone'],1967,30
Il Barbiere di Siviglia: Sinfonia (Orchestra),"['Gioachino Rossini', 'Alceo Galliera', 'Philharmonia Orchestra & Chorus']",1958,12
Il Cuore E' Uno Zingaro (El Corazon Es Un Gitano),['Nicola Di Bari'],1995,48
Il Etait Syndiqué,['Fortugé'],1921,0
Il Fonografo A Tromba,"['V.Savona', 'T.Giacobetti']",1945,1
Il M'a Vue Nue,['Mistinguett'],1927,0
Il Macquillage Lady,['Sister Sledge'],1982,30
Il Mago Bakù,['Carla Boni con Orchestra Pepe Latini'],1946,0
Il N'osait Pas Se Decider,['Georgius'],1923,0
Il Ne Faut Pas,['Jacques Prévert'],1954,0
Il Ne Faut Pas Qu'une Femme Entende Des Choses Comme Ça,['Georgius'],1929,0
Il Partisano - Remastered,['Banda Republicana'],1936,1
Il Pericolo N.1,"['M.Cozzoli', 'E.Bonagura']",1945,1
Il Picolo Navio - Instrumental (Remasterizado),['Francisco Canaro'],1928,0
Il Picolo Navio - Remasterizado,['Francisco Canaro'],1924,0
Il Pompeo: Toglietemi la vita ancor - 1955 Version,"['Alessandro Scarlatti', 'Irma Kolassi', 'Jacqueline Bonneau']",1952,0
Il Ponte Di Corde,['Ennio Morricone'],1967,35
Il Primo Pensiero D'Amore,['Alberto Rabagliati'],1947,0
Il Principe Gualtiero vostro padre,"['Giacomo Puccini', 'Fernando Previtali', 'Orchestra Lirica e Coro di Milano della RAI']",1951,0
Il Ragazzo Della Via Gluck - Remastered,['Adriano Celentano'],1966,56
Il Re Del Portogallo,['Quartetto Stars con Orchestra Pippo Barzizza'],1946,0
Il Suffit D'un Rien,['Berval'],1925,0
Il Treno Militare,['Ennio Morricone'],1967,31
Il Trovatore / Act 2: Vedi! le fosche notturne spoglie (Anvil Chorus),"['Giuseppe Verdi', 'The London Opera Chorus', 'National Philharmonic Orchestra', 'Richard Bonynge']",1977,44
Il Trovatore / Act 3: Ah sì ben mio,"['Giuseppe Verdi', 'Luciano Pavarotti', 'National Philharmonic Orchestra', 'Richard Bonynge']",1977,36
Il Trovatore: Ihres Auges himmlisch Strahlen - Sung in German,"['Giuseppe Verdi', 'Heinrich Schlusnus', 'Staatskapelle Berlin', 'Julius Pruwer']",1928,0
Il a fallu - Récital au Théâtre de L'etoile,['Yves Montand'],1953,0
Il barbiere di Siviglia (The Barber of Seville): Act I No. 2: Cavatina: Largo al factotum della citta,"['Gioachino Rossini', 'Roberto Servile', 'Sonia Ganassi', 'Ramón Vargas', 'Angelo Romero', 'Franco de Grandis', 'Ingrid Kertesi', 'Kazmer Sarkany', 'Laszlo Orban', 'Ferenc Korpas', 'Hungarian Radio Chorus', 'Budapest Failoni Chamber Orchestra', 'Will Humburg']",1993,42
Il barbiere di Siviglia / Act 1: No.2 Cavatina: Largo al factotum,"['Gioachino Rossini', 'Manuel Ausensi', 'Orchestra del Teatro San Carlo di Napoli', 'Silvio Varviso']",1965,40
"Il barbiere di Siviglia: Ecco, ridente in cielo","['Gioachino Rossini', 'Koloman von Pataky', 'Unknown Orchestra']",1928,0
Il barbiere di Siviglia: Largo al factotum,"['Gioachino Rossini', 'Umberto Urbano', 'Orchestra']",1928,0
